weapon_detection_best_detections,weapon_detection_best2_detections,weapon_detection_model_detections,weapon_detection_EffientNet_detections,emotion_recognition_deepface_emotions,emotion_recognition_fer_emotions,environment_detection_violenceEnvironments,alarme
0,0,0,0.913198113,0.999958217,0,0.795815885,1
0.97575742,0,0,0,0.998890221,0,0,1
0.984785855,0,0,0.972691,0.57158953,0,0,1
0.746557772,0,0,0.996701419,0.87313658,0,0.865530014,1
0.96998018,0,0,0,0.727370024,0,0,1
0.668912649,0.559129059,0,0.996006787,0.995263874,0,0.888177216,1
0.979115367,0.580247879,0,0.995130062,0.962618766,0,0.55101186,1
0,0,0,0.99112004,0.728516698,0,0.844319165,1
0.972772241,0,0,0,0.567335002,0,0,1
0.971536219,0,0,0,0.9936167,0,0,1
0.977799654,0,0,0,0.985981642,0,0,1
0,0,0,0.998795271,0.999998569,0,0.826891065,1
0,0,0,0.997863591,0.999020457,0,0.774015248,1
0.967834771,0,0,0,0.580941533,0,0,1
0.98913902,0,0,0,0.940392137,0,0,1
0.973817945,0,0,0,0.992282927,0,0,1
0,0,0,0.98344481,0.95612627,0,0.78767854,1
0,0,0.516605258,0,0.999846518,1,0,0
0.567291856,0,0,0,0.999256313,0.41,0,0
0,0,0,0,0.98296952,0.99,0,0
0,0,0,0,0.968163667,0.93,0,0
0,0,0.595841587,0,0.435855538,0.41,0,0
0,0,0,0,0.517575204,0.5,0,0
0.733156741,0,0,0,0.57987529,0.59,0,0
0.514047623,0,0,0,0.873781383,0.98,0,0
0,0,0,0,0.961436446,0.88,0,0
0,0,0,0,0.808160484,0.52,0,0
0,0,0,0,0.888225132,0.52,0,0
0,0,0,0,0.484460682,0,0,0
0,0,0,0,0.994297684,0.68,0,0
0,0,0,0,0.993934453,1,0,0
0,0,0,0,0.619326748,0.39,0,0
0,0,0,0,0.912741596,0.36,0,0
0,0,0,0,0.862972856,0.6,0,0
0,0,0,0,0.709244668,0.33,0,0
0,0,0,0,0.99852103,0.91,0,0
0.531375408,0,0,0,0.782318711,0.41,0,0
0,0,0,0,0.999973714,0.97,0,0
0,0,0,0,0.998727143,0.77,0,0
0,0,0,0,0.995639563,0.93,0,0
0,0.527808607,0,0,0.842944544,0.41,0,0
0,0,0,0,0.766610384,0.8,0,0
0,0,0,0,0.999992251,0.32,0,0
0.516840577,0,0.766558886,0,0.506208241,0.31,0,0
0.52166754,0,0,0,0.785445213,0.39,0,0
0,0.502445996,0,0,0.4420183,0.5,0,0
0,0,0,0,0.427653015,0.72,0,0
0,0,0,0,0.998110235,0.43,0,0
0,0,0,0,0.925156236,0,0,0
0,0,0,0,0.995507598,0.99,0,0
0,0,0,0,0.98345989,0.99,0,0
0,0,0,0,0.649455172,0.29,0,0
0,0,0,0,0.990003408,0,0,0
0,0,0,0,0.78124702,1,0,0
0,0,0,0,0.999037027,0.69,0,0
0,0,0,0,0.574076355,0,0,0
0,0,0,0,0.81038934,0.59,0,0
0,0,0,0,0.659675818,0.56,0,0
0,0,0,0,0.996738851,0,0,0
0,0,0,0,0.999038458,0,0,0
0,0,0,0,0.555438936,0,0,0
0,0,0,0,0.999586463,0,0,0
0,0,0,0,0.993489801,0,0,0
0,0.827571094,0,0,0.839799762,0.96,0,0
0,0,0,0,0.999997854,0,0,0
0,0,0,0,0.735282362,0.77,0,0
0.540518045,0,0,0,0.45149678,0.63,0,0
0,0,0.725665867,0,0.995889128,0.66,0,0
0,0,0,0,0.999997735,0,0,0
0.626047671,0,0,0,0.916183472,0,0,0
0,0,0,0,0.999955893,0,0,0
0,0,0,0.97622478,0.775023209,0.52,0,0
0,0,0,0,0.56990454,0.83,0,0
0,0.654491901,0.559740067,0,0.997808635,0,0,0
0,0,0,0,0.932174265,0.46,0,0
0,0,0,0,0.902807951,0.35,0,0
0,0,0.543756545,0,0.998822987,0,0,0
0,0,0,0,0.999920666,0,0,0
0,0,0,0,0.953315258,0.58,0,0
0,0,0,0,0.999828339,0,0,0
0,0,0,0,0.553482413,0,0,0
0,0,0,0,0.999923587,0.38,0,0
0,0,0.607091129,0,0.440958112,0,0,0
0,0,0,0,0.901538968,0,0,0
0,0,0,0,0.998211145,0.35,0,0
0,0,0,0,0.948782501,0.42,0,0
0.75778383,0,0,0,0.763466463,0,0,0
0,0,0,0,0.999054551,0.57,0,0
0,0,0,0,1,0,0,0
0,0,0.682118237,0,0.99990344,0.32,0,0
0.530765116,0,0,0,0.937277492,0,0,0
0,0,0,0,0.927802571,0.56,0,0
0,0,0,0,0.999991715,0,0,0
0,0,0,0,0.730941204,0,0,0
0,0,0,0,0.81295377,0.56,0,0
0,0,0,0,0.999904156,0,0,0
0.772870719,0,0.672651589,0,0.914274871,0.32,0,0
0,0,0.529623568,0,1,0.28,0,0
0.575763881,0,0,0,0.999998093,0,0,0
0,0,0,0,0.96775192,0,0,0
0.837445199,0,0,0,0.690087736,0.82,0,0
0.601735592,0,0,0,0.822947881,0,0,0
0,0,0.792796314,0.811276197,0.336964001,0.47,0,0
0,0,0,0,0.609023869,0.5,0,0
0,0,0,0,0.97476512,0.38,0,0
0,0,0,0,0.990876973,0,0,0
0,0,0.695938766,0,0.945524693,0.99,0,0
0,0,0,0,0.743831858,0,0,0
0,0,0,0,0.674831906,0,0,0
0,0,0,0,0.867534324,0,0,0
0,0,0,0,0.94910956,0,0,0
0.727300227,0,0,0,0.905880272,0.44,0,0
0.504030526,0,0.560732603,0,0.999981999,1,0,0
0,0.643156707,0,0,0.597299933,0,0,0
0,0,0,0,0.846238366,0,0,0
0,0,0,0,0.909342359,0.29,0,0
0,0,0.599370539,0,0.993361175,0.99,0,0
0,0,0,0,0.99776262,0,0,0
0.582397759,0,0,0,0.735428123,0.72,0,0
0.551744998,0.626657009,0,0,0.91556024,0,0,0
0,0.638486624,0,0,0.999676824,0,0,0
0,0,0,0,0.793924451,0,0,0
0,0,0,0,0.980231462,0.97,0,0
0,0,0,0,0.967923168,1,0,0
0,0,0.571346402,0,0.988183677,0,0,0
0,0,0,0,0.853030077,0,0,0
0,0,0,0,0.779154301,1,0,0
0,0,0,0,0.988544166,0.38,0,0
0,0,0,0,0.998416841,0.65,0,0
0,0,0,0,0.999269068,0.92,0,0
0,0.659667552,0,0,0.572324148,0.79,0,0
0.650700986,0.561499357,0,0,0.921465576,0,0,0
0.708517253,0,0,0,0.889601529,0.92,0,0
0.730735421,0,0,0,0.999417305,0,0,0
0.714021266,0,0.665578902,0.696946561,0.999995589,0,0,0
0.500375569,0,0,0,0.439446058,0.33,0,0
0,0,0,0,1,0,0,0
0,0.872388065,0,0,0.509123503,0.96,0,0
0,0,0,0,0.622327447,0.69,0,0
0,0,0,0,0.846168041,0,0,0
0.598104596,0,0,0,0.600605428,0.96,0,0
0,0,0,0,0.487169772,0.93,0,0
0,0,0.828234375,0,0.612377382,0,0,0
0,0,0.781356692,0,0.949412346,0.97,0,0
0,0,0,0,0.991493105,0,0,0
0,0,0,0.95330745,0.997221351,0,0,0
0,0,0,0,0.845921746,0,0,0
0,0,0,0,0.994773686,0,0,0
0,0,0,0,0.687235694,0,0.704662323,0
0,0,0,0,0.99794817,0.54,0,0
0,0,0,0,0.852016884,0.82,0,0
0,0,0,0,0.765337453,0.37,0,0
0,0,0,0,0.823253919,0,0,0
0,0,0,0,0.991077304,1,0,0
0,0,0,0,0.996564209,0,0,0
0,0,0.732931554,0,0.894376338,1,0,0
0,0,0,0,0.735297648,0.58,0,0
0,0,0,0,0.501111686,0,0,0
0,0,0,0,0.987053573,0.55,0,0
0,0,0,0,0.994418621,0,0,0
0.757188261,0,0,0,0.999863625,0.96,0,0
0,0,0,0,0.812237442,0,0,0
0,0,0,0,0.818317115,0,0,0
0,0,0,0,0.999801159,0.58,0,0
0,0,0,0,0.579461684,0.32,0,0
0,0,0,0.779830456,0.612345146,0,0,0
0,0.709076941,0,0,0.999150634,0.29,0,0
